id_pedido,id_cliente,id_empleado,fecha_pedido,estado
986,43,134,2025-10-20 23:38:32.857000000,Entregado
987,347,827,2025-09-30 23:38:32.893000000,Pendiente
988,758,279,2025-10-21 23:38:32.923000000,Preparando
989,492,727,2025-10-24 23:38:32.967000000,Entregado
990,872,458,2025-10-10 23:38:32.997000000,Pendiente
991,256,823,2025-09-27 23:38:33.040000000,Preparando
992,135,567,2025-09-29 23:38:33.080000000,Entregado
993,549,381,2025-10-25 23:38:33.110000000,Pendiente
994,428,268,2025-10-01 23:38:33.157000000,Preparando
995,595,561,2025-10-11 23:38:33.200000000,Entregado
996,29,195,2025-10-11 23:38:33.250000000,Pendiente
997,877,372,2025-10-25 23:38:33.283000000,Preparando
998,6,565,2025-10-21 23:38:33.327000000,Entregado
999,281,249,2025-09-26 23:38:33.360000000,Pendiente
1000,954,862,2025-09-30 23:38:33.383000000,Preparando
